// Jokioinen Jokioisten observatorio/Finland (ID 1201/WMO 02963) lat=60.81 lon=23.5 alt=104;;;;;;;;;;;;;;
w_date;tmax;tmin;rain;srad;wind;dewp_tx;vprsid_tx;rhumd_tx;dewp_tn;vprsd_tn;rhum_tn;TEST;tmax;tmin
20470828;19.2;14.3;1.1;8.8;2.6;14.9;17;74;12.3;15.4;96;0;19.2;14.3
20470829;16.2;10;0.6;10.1;2.6;8.7;11.3;61;8;10.9;94;0;16.2;10
20470830;15.6;8;0;16.4;2.6;4.6;8.5;48;6;9.3;94;0;15.6;8
20470831;13.7;6.8;0.6;10.6;3.2;3.5;7.8;51;4.8;8.8;97;0;13.7;6.8
20470901;12.1;7;0;5.9;2.6;5.6;9.1;67;3.1;7.6;83;0;12.1;7
20470902;15.2;6.6;0;11.8;1.9;6.9;10;58;3.6;7.9;89;0;15.2;6.6
20470903;15.3;9.9;0.2;6.5;1.9;8.9;11.4;66;7.9;11.2;97;0;15.3;9.9
20470904;18.2;2.1;0;17.1;0.6;6.1;9.4;44;0;6.1;99;0;18.2;2.1
20470905;19;4.6;0;15.2;1.3;8.8;11.3;50;2.5;7.3;97;0;19;4.6
20470906;19.8;5.9;0.7;13.4;1.9;9;11.5;48;3.9;8.2;98;0;19.8;5.9
20470907;14.1;12.2;7.8;1.4;3.2;12.1;14.1;89;10.2;13.3;97;0;14.1;12.2
20470908;13.7;12.6;17.4;1.7;2.6;11.7;14.8;96;10.6;13.7;97;0;13.7;12.6
20470909;17.5;11.3;0.6;8.7;2.6;9.4;11.8;58;9.3;12.3;96;0;17.5;11.3
20470910;18.8;9.1;8.5;13.7;2.6;9.4;11.8;53;7.1;10.4;96;0;18.8;9.1
20470911;15.8;11.9;0.1;7.3;4.5;8.8;11.3;63;9.9;12.9;96;0;15.8;11.9
20470912;15.5;10.7;0.4;6.3;2.6;9.1;11.6;66;8.7;11.9;97;0;15.5;10.7
20470913;11.8;6.7;3.1;3.1;1.9;8.8;11.3;85;4.7;8.9;99;0;11.8;6.7
20470914;17.4;8.2;4.9;11.7;2.6;10.5;12.7;63;6.2;9.9;98;0;17.4;8.2
20470915;15.5;9.9;0;9.2;1.3;10.6;12.8;73;7.9;11.2;97;0;15.5;9.9
20470916;14.7;5.8;0.1;7.2;1.9;7.3;10.3;62;3.8;8.3;99;0;14.7;5.8
20470917;13.3;5.9;0;9.7;1.3;2.5;7.3;49;3.9;8.2;98;0;13.3;5.9
20470918;12.2;-0.2;5.6;8.4;1.9;3.9;8.1;59;-2.8;5;98;0;12.2;-0.2
20470919;11.3;7.5;3.3;5.8;3.2;7.3;10.3;80;5.5;9.3;97;0;11.3;7.5
20470920;12.4;7.3;0.7;7.6;1.9;5.5;9.1;65;5.3;9.1;97;0;12.4;7.3
20470921;12.2;5.5;0;5.2;1.3;6.2;9.5;69;3.5;8;98;0;12.2;5.5
20470922;11.4;1.5;10;3.1;2.6;8.2;10.9;84;-0.7;5.8;99;0;11.4;1.5
20470923;14.7;9.8;0.1;2.4;1.3;12.6;14.6;88;7.8;11.2;98;0;14.7;9.8
20470924;13.8;9.7;21.6;3.4;1.3;10.7;12.9;83;7.7;11;97;0;13.8;9.7
20470925;12;9;20.3;2;3.2;10;12.6;93;7;10.5;98;0;12;9
20470926;11.7;8.3;1.7;5.3;3.2;6;9.4;71;6.3;9.6;94;0;11.7;8.3
20470927;11.2;7.7;0.1;5;1.9;6.1;9.4;74;5.7;9.3;96;0;11.2;7.7
20470928;10.5;5.8;1.1;2.3;2.6;8;10.7;89;3.9;8.1;96;0;10.5;5.8
20470929;12.6;6.6;0;4.9;2.6;7;10;71;4.2;8.2;92;0;12.6;6.6
20470930;12.6;1.8;0;10.3;1.3;2.8;7.5;53;-0.3;6;99;0;12.6;1.8
20471001;15;-0.3;0;10.4;1.3;5.9;9.3;55;-2.8;5;98;0;15;-0.3
20471002;16.6;4;0;8.3;1.9;7.6;10.5;55;2.1;7.2;99;0;16.6;4
20471003;14.5;5.4;0;7;1.9;4.6;8.5;52;3.5;8.1;99;0;14.5;5.4
20471004;12.7;6.2;0;5.8;2.6;4.7;8.6;60;4.2;8.2;95;0;12.7;6.2
20471005;14.2;5.3;0;6;2.6;8;10.8;67;3.4;7.9;98;0;14.2;5.3
20471006;13.4;8.4;1.2;4.8;3.2;6.7;9.8;65;6.5;9.8;95;0;13.4;8.4
20471007;13.5;11.2;5.7;0.9;3.8;8.9;11.4;75;9.3;12.3;96;0;13.5;11.2
20471008;13.9;8.5;0.3;4.8;3.2;7.9;10.7;68;6.6;10.1;97;0;13.9;8.5
20471009;13.5;10.5;4.1;0.8;3.2;10.1;12.4;81;8.6;11.7;96;0;13.5;10.5
20471010;14.3;9.1;0;6.1;3.8;6.5;9.7;60;7.2;10.5;96;0;14.3;9.1
20471011;16;8.1;0;2.8;3.8;10.4;12.7;69;5.7;9.2;91;0;16;8.1
20471012;13.8;9.1;0;5.8;3.8;4.8;8.6;55;5.7;9.2;84;0;13.8;9.1
20471013;11.6;8.3;0;6.1;4.5;3.2;7.7;58;4.1;8.2;80;0;11.6;8.3
20471014;10.5;6.3;2.3;3.1;3.8;3.6;7.9;65;4.3;8.3;95;0;10.5;6.3
20471015;9.8;7.6;1.1;0.8;3.2;7.9;10.8;94;5.7;9.5;98;0;9.8;7.6
20471016;13.1;9.7;0.1;0.7;4.5;9.3;11.7;79;7.8;10.9;95;0;13.1;9.7
20471017;13.9;11.5;17.1;0.5;3.8;10.7;12.9;82;9.6;12.6;96;0;13.9;11.5
20471018;11.6;10.4;0.2;1.3;1.3;9.7;12.3;93;8.5;11.7;97;0;11.6;10.4
20471019;11.7;6.7;0;5;1.9;7;10;75;4.8;8.9;99;0;11.7;6.7
20471020;8.4;6;0;1;1.9;6.5;9.8;95;4.1;8.5;99;0;8.4;6
20471021;6;3.8;0;1.6;1.9;2.4;7.3;85;1.7;6.9;97;0;6;3.8
20471022;6;2.6;0;3.5;1.9;2.4;7.3;85;0.5;6.4;99;0;6;2.6
20471023;6.8;2.5;0;4.5;3.8;1.9;7;77;0.1;6.2;97;0;6.8;2.5
20471024;6.2;2.6;0.5;1.4;4.5;1.4;6.8;78;-1.4;5.5;86;0;6.2;2.6
20471025;5.8;3.2;5.3;0.4;3.2;1.5;6.8;81;1.1;6.6;98;0;5.8;3.2
20471026;6.7;3.4;0;1;1.3;4.7;8.6;96;1.4;6.8;99;0;6.7;3.4
20471027;9.7;1.8;0;2.5;2.6;6.1;9.4;83;-0.7;5.8;97;0;9.7;1.8
20471028;8.4;4.8;0;3.3;4.5;0.1;6.1;60;0.8;6.5;84;0;8.4;4.8
20471029;7.5;3.7;0;2;3.8;2.4;7.3;76;-0.8;5.8;82;0;7.5;3.7
20471030;9.6;3.1;0;3.6;3.8;4.3;8.3;74;0;6.1;91;0;9.6;3.1
20471031;8.2;2.6;0;3;3.2;2.6;7.4;73;-0.4;5.9;93;0;8.2;2.6
20471101;7;4.3;0.6;0.6;2.6;3.2;7.7;84;2.1;7.1;97;0;7;4.3
20471102;6.8;5.8;0;0.8;1.9;4.3;8.3;92;3.7;8.1;98;0;6.8;5.8
20471103;7.5;3.5;0;3.2;2.6;-0.4;5.9;62;1;6.6;96;0;7.5;3.5
20471104;10.1;0;0;1.8;2.6;2.8;7.5;64;-2.8;5;97;0;10.1;0
20471105;11.5;3.3;0;3.1;2.6;4.3;8.3;64;-0.7;5.8;86;0;11.5;3.3
20471106;10;0.7;0.4;1.5;1.9;2.3;7.2;62;-3;4.9;90;0;10;0.7
20471107;1;-3.8;0.1;3.5;1.9;-10.2;2.8;50;-7.7;3.4;93;0;1;-3.8
20471108;-0.1;-4.7;0;3.4;1.9;-7.9;3.4;66;-8;3.3;98;0;-0.1;-4.7
20471109;1.1;-4.6;0;3.3;1.9;-6.2;3.9;68;-8.7;3.2;93;0;1.1;-4.6
20471110;2.8;-6.9;0.2;2.2;3.2;-3.7;4.6;71;-10.8;2.7;97;0;2.8;-6.9
20471111;3.5;1.8;1.1;0.7;2.6;0.3;6.2;90;-0.7;5.8;98;0;3.5;1.8
20471112;3.8;0;0.4;0.9;2.6;-1.2;5.6;79;-2.8;5;98;0;3.8;0
20471113;2.6;-0.2;3.9;0.5;4.5;-2.5;5.1;79;-2.9;4.9;99;0;2.6;-0.2
20471114;3.4;2.2;0;0.6;2.6;0.9;6.5;96;0;6.1;100;0;3.4;2.2
20471115;2.1;-0.1;0;0.8;1.3;-2.2;5.2;85;-3;4.9;97;0;2.1;-0.1
20471116;2.8;0.2;0.1;0.6;1.9;-0.4;6;92;-2.6;5.1;98;0;2.8;0.2
20471117;5;2.8;4.6;0.3;2.6;2.3;7.2;93;0.3;6.2;98;0;5;2.8
20471118;3.1;2.6;9.2;0.4;2.6;0.3;6.2;94;0.1;6.1;98;0;3.1;2.6
20471119;2.9;2.6;0.4;0.3;3.2;-0.1;6.1;93;-0.1;6.1;97;0;2.9;2.6
20471120;2.9;2.1;0.7;0.2;4.5;0.1;6.1;94;-0.5;5.9;98;0;2.9;2.1
20471121;2.4;-2.1;0.3;0.3;4.5;-0.4;5.9;95;-5.4;4.1;97;0;2.4;-2.1
20471122;-0.4;-3;0.1;0.3;3.8;-4.7;4.3;87;-6.9;3.6;94;0;-0.4;-3
20471123;0.5;-1.1;0.1;0.3;3.8;-3.7;4.6;87;-4.6;4.4;96;0;0.5;-1.1
20471124;-1.1;-6.1;0.2;0.7;1.9;-5.9;3.9;85;-10.8;2.7;92;0;-1.1;-6.1
20471125;-3.6;-9.3;0.1;0.6;1.9;-9.3;3;81;-15.1;1.9;87;0;-3.6;-9.3
20471126;-3.1;-10.1;4.6;0.3;3.2;-8.5;3.2;83;-15.1;1.9;94;0;-3.1;-10.1
20471127;2.5;-3.3;0;0.4;1.3;-0.4;5.9;95;-6.7;3.7;99;0;2.5;-3.3
20471128;3.3;2.8;7.1;0.4;2.6;0.7;6.4;96;0.2;6.2;99;0;3.3;2.8
20471129;3.9;2.6;2.6;0.3;2.6;1.1;6.6;94;0;6.1;99;0;3.9;2.6
20471130;4.7;2.5;0.6;0.4;1.9;1.8;7;93;-0.1;6;99;0;4.7;2.5
20471201;3;0.4;0.1;0.5;1.9;-0.8;5.7;88;-2.7;5;98;0;3;0.4
20471202;5.3;-0.2;0.1;0.8;2.6;-3.5;4.7;60;-3.5;4.7;97;0;5.3;-0.2
20471203;4.5;-0.7;0.1;0.6;2.6;-4.4;4.4;60;-3.9;4.6;98;0;4.5;-0.7
20471204;3.1;1.4;0;0.2;3.2;-2;5.3;81;-1.8;5.4;97;0;3.1;1.4
20471205;3.2;1.6;0.4;0.4;2.6;-1.4;5.5;84;-1.3;5.6;99;0;3.2;1.6
20471206;3.1;0.4;5.2;0.2;2.6;-1;5.7;87;-2.7;5;99;0;3.1;0.4
20471207;0.2;-10.2;1.5;0.7;3.2;-5.4;4.1;80;-16.2;1.7;88;0;0.2;-10.2
20471208;-7;-9.3;2.5;0.7;2.6;-13.6;2.1;79;-14.8;1.9;91;0;-7;-9.3
20471209;-5;-9.4;0.1;0.5;1.3;-10.4;2.8;85;-14.9;1.9;91;0;-5;-9.4
20471210;-1.9;-8.1;7.4;0.3;2.6;-6.6;3.7;87;-13.1;2.2;94;0;-1.9;-8.1
20471211;-2;-7.9;0.4;0.5;3.2;-8;3.3;79;-13.3;2.2;91;0;-2;-7.9
20471212;-1.6;-8.3;0.2;0.7;1.3;-6.6;3.7;85;-13.5;2.2;93;0;-1.6;-8.3
20471213;3.3;-13.5;4.1;0.3;2.6;-0.9;5.7;87;-18.8;1.4;98;0;3.3;-13.5
20471214;4.2;-12.6;0;1;2.6;-2.6;5;71;-18.6;1.4;91;0;4.2;-12.6
20471215;1;-14.6;4.7;0.4;2.6;-4.1;4.5;83;-20.3;1.2;96;0;1;-14.6
20471216;1;-7.7;2.1;0.9;3.2;-4.9;4.2;78;-13.2;2.2;91;0;1;-7.7
20471217;-0.4;-10.7;0;0.9;1.9;-5.5;4.1;84;-16.1;1.7;95;0;-0.4;-10.7
20471218;2.2;-5.9;1.6;0.3;2.6;-2.4;5.1;85;-10.2;2.8;98;0;2.2;-5.9
20471219;2.1;1.1;0.7;0.2;1.3;-1.2;5.6;94;-2;5.3;100;0;2.1;1.1
20471220;2.2;0.8;0.1;0.2;1.9;-0.9;5.7;95;-2.4;5.1;99;0;2.2;0.8
20471221;2.1;-12.6;0.1;0.4;2.6;-3;4.9;82;-17.9;1.5;98;0;2.1;-12.6
20471222;-10.2;-21.9;0.1;0.7;1.3;-17.1;1.6;80;-29.7;0.5;87;0;-10.2;-21.9
20471223;1.1;-12.8;0;0.4;1.9;-3.4;4.8;87;-18.1;1.5;98;0;1.1;-12.8
20471224;1.8;-1.6;0;0.5;1.9;-1.2;5.6;96;-5;4.2;100;0;1.8;-1.6
20471225;2.5;1.7;0.1;0.3;2.6;-0.7;5.8;94;-1.4;5.5;99;0;2.5;1.7
20471226;5.4;2.8;0.3;0.1;3.2;0.8;6.5;83;-0.4;5.9;97;0;5.4;2.8
20471227;4.1;-3;2.2;0.4;0.6;0.2;6.2;88;-7.3;3.5;95;0;4.1;-3
20471228;-1.6;-6.9;0;0.7;1.3;-6.1;3.9;89;-11.6;2.5;96;0;-1.6;-6.9
20471229;2.4;-12.7;4;0.4;2.6;-1.9;5.3;87;-17.9;1.5;99;0;2.4;-12.7
20471230;3.8;-5.3;0.1;0.4;3.2;-2.9;4.9;72;-9.5;3;98;0;3.8;-5.3
20471231;-5.7;-17.6;0.8;0.9;1.3;-13.4;2.2;72;-25;0.8;86;0;-5.7;-17.6
20480101;3.8;-18.6;4.4;0.1;3.8;-0.8;5.8;84;-24.6;0.8;99;0;3.8;-18.6
20480102;5.3;4.1;3.4;0.1;3.2;2.7;7.4;96;1.2;6.7;98;0;5.3;4.1
20480103;6.6;3.5;8.5;0.2;3.8;3.3;7.7;90;0.6;6.4;100;0;6.6;3.5
20480104;5.5;3.3;3.8;0.2;1.9;2.1;7.1;90;0.3;6.3;99;0;5.5;3.3
20480105;4.9;4.1;1.4;0.3;1.3;2.5;7.4;98;1.2;6.7;99;0;4.9;4.1
20480106;3.6;0;3.1;0.2;1.9;0.7;6.4;95;-3.5;4.7;99;0;3.6;0
20480107;-0.4;-7.7;0.1;0.5;3.2;-5.5;4.1;84;-13.2;2.2;92;0;-0.4;-7.7
20480108;-6.3;-12.9;0.1;0.6;1.3;-12.1;2.4;84;-19.2;1.3;91;0;-6.3;-12.9
20480109;0.9;-9.2;0.1;0.6;1.9;-3.6;4.7;87;-14.5;2;95;0;0.9;-9.2
20480110;5.1;0.6;2.3;0.1;5.1;0.2;6.2;81;-3;4.9;97;0;5.1;0.6
20480111;5.5;3.2;2.1;0.2;3.8;0.4;6.3;80;0.2;6.2;99;0;5.5;3.2
20480112;3.7;3.1;3.1;0.2;4.5;-0.3;6;88;-0.2;6;97;0;3.7;3.1
20480113;4.4;1.3;1.9;0.2;2.6;1;6.6;91;-2.1;5.2;98;0;4.4;1.3
20480114;4.7;4;0;0.1;3.8;0.2;6.2;84;1.1;6.6;99;0;4.7;4
20480115;5.3;2.7;0.1;0.1;3.8;-0.3;6;77;-1.4;5.5;92;0;5.3;2.7
20480116;5.5;2.8;0;0.1;1.3;-0.5;5.9;75;-2.8;5;82;0;5.5;2.8
20480117;2.4;-0.1;0;0.4;0.6;-2.7;5;82;-3.8;4.6;97;0;2.4;-0.1
20480118;0.8;-3.1;10.5;0.6;1.9;-2.3;5.2;96;-7.1;3.6;98;0;0.8;-3.1
20480119;2.5;1.3;3.8;0.3;3.8;-1.1;5.7;91;-2.1;5.2;98;0;2.5;1.3
20480120;3.3;1.8;0.1;0.5;1.9;-0.3;6;90;-1.4;5.5;99;0;3.3;1.8
20480121;2.6;-0.3;0.1;0.4;3.8;-1.1;5.6;90;-4.1;4.5;97;0;2.6;-0.3
20480122;0.2;-0.2;3.1;0.2;3.2;-3.5;4.7;92;-3.8;4.6;98;0;0.2;-0.2
20480123;-0.4;-1.6;0.7;0.4;3.2;-6.7;3.7;76;-6;3.9;94;0;-0.4;-1.6
20480124;-1.7;-2.4;2.5;0.5;3.2;-7.8;3.4;78;-7.2;3.6;92;0;-1.7;-2.4
20480125;-2.4;-5.6;0.1;0.4;3.2;-8.8;3.2;77;-10.6;2.7;93;0;-2.4;-5.6
20480126;-3.3;-7.3;0;1.8;4.5;-13.9;2.1;55;-14.3;2;81;0;-3.3;-7.3
20480127;-4.6;-7.3;0;1.9;3.8;-13.1;2.2;66;-13.7;2.1;85;0;-4.6;-7.3
20480128;-5.2;-10.9;0;2.1;3.8;-11.7;2.5;78;-17.3;1.6;88;0;-5.2;-10.9
20480129;-4.7;-7.7;0;1.5;5.8;-12;2.4;73;-14.3;2;84;0;-4.7;-7.7
20480130;-6.6;-9.3;0;0.9;5.8;-14.4;2;71;-16.8;1.6;79;0;-6.6;-9.3
20480131;-4.8;-9;2.6;0.7;4.5;-14.6;2;59;-16.2;1.7;81;0;-4.8;-9
20480201;-2.6;-5;2.7;0.5;2.6;-10.6;2.7;67;-9.8;2.9;94;0;-2.6;-5
20480202;-2.3;-4.1;4.4;1.3;3.2;-9.6;3;71;-8.5;3.2;96;0;-2.3;-4.1
20480203;3.3;-1.7;1.1;0.5;3.8;0.7;6.4;96;-5.4;4.1;99;0;3.3;-1.7
20480204;3.1;2.8;0.9;1;1.9;-0.2;6;94;0.1;6.1;99;0;3.1;2.8
20480205;3.7;3.3;0.5;0.6;2.6;1.3;6.7;97;0.3;6.3;99;0;3.7;3.3
20480206;3.2;3.1;3.8;0.6;3.2;0.9;6.5;98;0.1;6.1;99;0;3.2;3.1
20480207;3.5;2.8;4.6;0.6;5.1;-0.1;6.1;89;-0.5;5.9;97;0;3.5;2.8
20480208;3.8;3.1;1.9;1.1;3.8;-0.1;6.1;87;-0.3;6;96;0;3.8;3.1
20480209;3.1;0.8;0.6;1.1;1.9;-1.4;5.5;84;-3;4.9;96;0;3.1;0.8
20480210;2.8;2.3;7.5;0.8;3.2;-0.6;5.8;91;-1;5.7;98;0;2.8;2.3
20480211;3.6;3;1.2;0.6;3.8;-0.3;6;87;-0.2;6;98;0;3.6;3
20480212;3.2;3.1;0.1;0.8;3.2;-1.3;5.6;84;-0.3;6;96;0;3.2;3.1
20480213;4;3.1;2.1;0.9;2.6;1.2;6.7;94;-0.1;6.1;98;0;4;3.1
20480214;3.5;3.1;0.1;1.6;3.2;-1.1;5.6;82;-0.1;6.1;98;0;3.5;3.1
20480215;3.8;3;3.4;1.9;1.9;0.2;6.2;88;-0.2;6;98;0;3.8;3
20480216;3;2.9;0.1;2.2;1.9;-0.7;5.8;88;-0.3;6;98;0;3;2.9
20480217;2.3;-3.4;0.1;1.7;5.1;-3.8;4.6;74;-7.9;3.4;94;0;2.3;-3.4
20480218;-3.4;-7.2;0.6;3.3;3.2;-11.6;2.5;66;-13.9;2.1;82;0;-3.4;-7.2
20480219;-6.3;-15.6;0;5;1.3;-14.8;1.9;66;-22.9;1;85;0;-6.3;-15.6
20480220;-8.7;-18.2;1.4;5.2;0.6;-18.3;1.4;61;-26;0.7;84;0;-8.7;-18.2
20480221;-3.4;-12;4.8;2.1;2.6;-8.9;3.1;82;-18.2;1.5;90;0;-3.4;-12
20480222;-5.5;-10.4;0.1;4.5;2.6;-12;2.4;77;-16.1;1.7;92;0;-5.5;-10.4
20480223;-4.9;-10;0.9;3.3;2.6;-10.5;2.7;82;-16.2;1.7;88;0;-4.9;-10
20480224;-6;-8.6;0.3;4.4;3.2;-12.9;2.3;75;-14.7;1.9;87;0;-6;-8.6
20480225;-3.1;-10.4;0;5.6;2.6;-10.9;2.7;68;-16.4;1.7;90;0;-3.1;-10.4
20480226;-4.3;-16.2;0;4.5;1.3;-10.3;2.8;79;-22.7;1;92;0;-4.3;-16.2
20480227;-2.9;-8.3;1.3;2.2;1.3;-7.8;3.4;85;-13.1;2.2;96;0;-2.9;-8.3
20480228;0.8;-2.4;1.1;1.7;3.2;-3.4;4.8;87;-6.1;3.9;98;0;0.8;-2.4
20480229;-1.9;-7.1;2.2;5;3.8;-9.2;3;70;-13.2;2.2;85;0;-1.9;-7.1
20480301;-4.8;-6.5;3;3.7;2.6;-11.4;2.6;75;-11.8;2.5;90;0;-4.8;-6.5
20480302;-4.5;-9.6;0.7;5.3;1.3;-11.3;2.6;74;-15.1;1.9;92;0;-4.5;-9.6
20480303;-1.7;-16.3;0.1;6.9;1.3;-9.4;3;67;-22.7;1;92;0;-1.7;-16.3
20480304;-1.8;-7.1;0.1;6.7;2.6;-9;3.1;70;-12.5;2.3;90;0;-1.8;-7.1
20480305;0;-8.3;3.6;2.8;2.6;-4.5;4.4;85;-13.2;2.2;95;0;0;-8.3
20480306;1.7;0.6;0.7;2.6;2.6;-2.1;5.2;88;-3.1;4.9;95;0;1.7;0.6
20480307;1.2;-0.7;3.8;3.4;1.3;-3.1;4.9;85;-4.3;4.4;97;0;1.2;-0.7
20480308;0.2;-2.9;1.1;3.5;1.9;-4.2;4.5;85;-7;3.6;95;0;0.2;-2.9
20480309;0.2;-3.1;0.9;4.6;1.3;-4.1;4.5;86;-7.1;3.6;96;0;0.2;-3.1
20480310;0.1;-1.2;2.1;4.6;1.9;-5.7;4;77;-4.9;4.2;96;0;0.1;-1.2
20480311;3;-0.6;1.9;3.3;3.2;-0.5;5.9;89;-4.1;4.5;97;0;3;-0.6
20480312;2.1;-1.1;2.9;5.6;1.9;-2.8;5;81;-4.9;4.2;95;0;2.1;-1.1
20480313;-0.2;-2.9;4.8;4.6;1.9;-5.3;4.1;81;-6.4;3.8;99;0;-0.2;-2.9
20480314;-0.5;-1.6;1.4;5.1;1.9;-5.5;4.1;82;-5.5;4.1;95;0;-0.5;-1.6
20480315;-1.2;-3.6;2;4.9;1.9;-6.9;3.6;78;-8.3;3.3;91;0;-1.2;-3.6
20480316;-2;-6.2;0.1;7.7;0.6;-9.6;3;68;-11.1;2.6;92;0;-2;-6.2
20480317;-1.2;-9.7;0;9.1;1.9;-8.6;3.2;68;-15;1.9;92;0;-1.2;-9.7
20480318;-1.6;-11.5;0;9.3;3.2;-10.2;2.8;62;-17.4;1.6;89;0;-1.6;-11.5
20480319;0.8;-10.8;0;11.4;1.9;-11.1;2.6;47;-16.1;1.7;93;0;0.8;-10.8
20480320;1.3;-16.8;0;11.3;1.9;-6.6;3.7;64;-23.2;0.9;91;0;1.3;-16.8
20480321;2.7;-10.1;0.1;5.3;1.3;-1.2;5.6;86;-14.6;2;98;0;2.7;-10.1
20480322;3.3;1.4;0.1;4.7;2.6;-3.1;4.9;71;-1.7;5.4;96;0;3.3;1.4
20480323;2.9;1.1;3.2;4.7;2.6;-1.6;5.4;82;-2;5.3;96;0;2.9;1.1
20480324;3.4;0.7;0;6.4;1.9;-4.1;4.5;65;-2.9;4.9;93;0;3.4;0.7
20480325;3;-3.4;2.3;4.5;2.6;0;6.1;91;-6.7;3.7;99;0;3;-3.4
20480326;3.5;2.6;1.2;2.9;1.9;1.2;6.7;95;0.2;6.2;99;0;3.5;2.6
20480327;4.9;2.1;0.8;4.6;1.9;1.7;6.9;88;-0.5;5.9;98;0;4.9;2.1
20480328;3.6;2.6;10;3.9;1.9;1.2;6.7;94;0.1;6.1;98;0;3.6;2.6
20480329;2.5;2.1;0.4;3.3;1.9;-0.4;6;92;-0.4;5.9;98;0;2.5;2.1
20480330;3.9;1.4;0;5.5;1.9;-0.9;5.7;79;-2.2;5.2;91;0;3.9;1.4
20480331;8.7;-2.3;0;12.9;3.2;-1.3;5.5;52;-7;3.6;87;0;8.7;-2.3
20480401;12.4;1.8;0;13.5;3.2;0.9;6.5;46;-1.9;5.3;90;0;12.4;1.8
20480402;9.1;4.7;2.6;1.7;1.9;4.2;8.2;75;2.5;7.4;98;0;9.1;4.7
20480403;6.3;4.4;1.5;2.8;1.3;4.5;8.6;97;2.3;7.2;98;0;6.3;4.4
20480404;7.1;3.7;0.1;5.2;1.3;4.5;8.4;89;1.5;6.8;98;0;7.1;3.7
20480405;5.3;2.3;0;6.7;3.2;1;6.6;80;0.1;6.1;99;0;5.3;2.3
20480406;8.5;1.5;0.6;15;1.9;-5.3;4.1;39;-1.8;5.3;92;0;8.5;1.5
20480407;11.4;3.5;0;11.5;3.2;4.8;8.6;65;1.4;6.8;98;0;11.4;3.5
20480408;7.8;2.2;1.7;7.6;1.3;-2.7;5;50;-0.3;6;96;0;7.8;2.2
20480409;5.6;-1;2.3;7.5;3.8;-4.3;4.5;53;-4.3;4.5;94;0;5.6;-1
20480410;3.6;-5.8;0;18.3;1.9;-11;2.6;37;-10.1;2.8;91;0;3.6;-5.8
20480411;3.9;-3.9;0;16.2;3.8;-10.7;2.7;37;-7.7;3.4;92;0;3.9;-3.9
20480412;3.2;-8.4;3.8;11.5;1.3;-9.8;2.9;42;-12.2;2.4;97;0;3.2;-8.4
20480413;5.5;-11.5;0;16.8;1.3;-7.3;3.5;42;-16.1;1.7;94;0;5.5;-11.5
20480414;4.9;-3.2;0.9;16.9;1.9;-11.4;2.6;32;-7.1;3.6;91;0;4.9;-3.2
20480415;3;-2.5;1.3;5.1;2.6;-2.5;5.1;74;-5.5;4.1;96;0;3;-2.5
20480416;10.1;1.8;1.6;8.9;3.8;2.6;7.4;61;-0.7;5.8;95;0;10.1;1.8
20480417;6.7;4.9;9.5;2.4;4.5;0.4;6.3;68;3;7.6;96;0;6.7;4.9
20480418;6.3;1;0.3;13.9;2.6;-7.1;3.6;40;-1.2;5.6;98;0;6.3;1
20480419;8.6;-1.1;0;19.9;1.9;-7.7;3.4;32;-4.4;4.4;92;0;8.6;-1.1
20480420;7.3;-1.3;6.8;11.5;1.9;-5.7;4;41;-3.8;4.6;97;0;7.3;-1.3
20480421;3.5;-1.5;6.4;4;3.2;-0.1;6.1;84;-3.9;4.6;98;0;3.5;-1.5
20480422;2.3;-9.5;0;18.3;2.6;-10.2;2.8;43;-14;2.1;91;0;2.3;-9.5
20480423;2.2;-4.5;0;19.3;5.1;-11.9;2.5;38;-12.9;2.3;63;0;2.2;-4.5
20480424;1.3;-3.2;2.2;8.8;5.1;-9.9;2.9;48;-6.7;3.7;92;0;1.3;-3.2
20480425;0;-4.2;2.1;10.1;3.2;-6.5;3.8;70;-7.9;3.4;91;0;0;-4.2
20480426;2;-2.2;0.2;11.9;3.2;-5;4.2;66;-4.9;4.2;96;0;2;-2.2
20480427;8.9;-7.1;0;23.1;1.3;-6.4;3.8;34;-10.3;2.8;97;0;8.9;-7.1
20480428;13.1;-0.7;0;21.2;1.9;0.4;6.3;41;-4.3;4.4;88;0;13.1;-0.7
20480429;15.2;-0.4;0;23.2;1.3;1.2;6.6;37;-3;4.9;95;0;15.2;-0.4
20480430;11.9;0;0.1;13.4;2.6;-3;4.9;35;-2.8;5;92;0;11.9;0
20480501;14.9;2.6;0;19.6;1.9;2.3;7.2;41;0.8;6.5;97;0;14.9;2.6
20480502;17.2;-0.2;1.5;20.5;1.9;3.2;7.7;37;-2.2;5.2;98;0;17.2;-0.2
20480503;17.3;8.5;0.5;14.7;2.6;7.9;10.7;51;7;10.1;94;0;17.3;8.5
20480504;17.2;2.3;23.1;13.9;1.9;6.4;9.6;46;0.6;6.4;98;0;17.2;2.3
20480505;14.7;9.1;0.4;9.9;1.3;8.3;11;63;7.7;10.8;95;0;14.7;9.1
20480506;12.8;7.8;0.1;7.3;1.3;9.2;11.7;77;6.4;10;98;0;12.8;7.8
20480507;15.6;4.7;0;19;1.3;1.3;6.7;36;3.3;7.8;98;0;15.6;4.7
20480508;15.8;0.1;0;26.1;1.9;-2.5;5.1;27;-1.9;5.3;97;0;15.8;0.1
